text,target
artık şu sidik yarışını bi bıraksak mı her iki tarafta komik duruyor,0
salak mısın knk evet diycek hali yok ya kızın d,0
 umarım gaydır allahın verdiği gözü niye bozmak istiyon malmın,2
bu adi orospu evladı hemen cezasını çekmeli umarım çocuğuda aynı şekilde geberir şerefsizin,3
 aslan mı en alasınu yapıyor amk amk cocu aklıma geldi yine,3
ayılar her gün olduğu gibi bugünde trump kurtardı sizi,0
memleketi öyle bi bataklığa soktular ki ya zam geliyor yada suriyeli geliyor allah yar ve yardımcımız olsun,1
neden beni anlamak istemiyorsunuz amina koduğumun salaklari ben yabanci dilde mi konuşuyorum,3
 ateşleri bol olsun mayın eşekleri,0
forum istanbul bence adını arap istanbul yapsın bu ne lan  ,1
bişi dicem hastanedeki stajyer veya hemşirelerin hepsi niye taş gibi hatun amk,3
 ya demeyin öyle baksanıza götü başı belli olmasın diye ceket bağlamış beline,3
  sik tabi  ya da niye kine,3
 bu ameleliğin kaçıncı seviyesi reiss bugün bizim bayramimizzzz ,0
iç sıç iç sıç başka hayatımız kalmadı artıl,3
sikicem sandığı da sizi de aqduklarım yeter bıktık ya,3
son bir türk kalana kadar izin vermeyiz amazon pici,1
 kardeşim no correlation bir insan olsa sen olursun amk,3
 her boku erkekten beklemeniz de ayrı bi ironi,2
twitterda geziyorum geziyorum sonra tweet atmayı unutuyorum malım,0
sizden banane amk niye böyle bir şey yaptım,3
allah belanızı versin de biz de görelim o günleri,0
güzelim diye gezinecegine    arada makyaj mazemelerini de ye ki     birazcık için güzelleşsin,0
milyarder olan dünyayı parmağının ucunda oynayan bts bile ders çalışıyor sen hala götünü mü deviriyorsun,3
otel tutaam gelirmisiniz bu götü sikmek isterim çok,3
bu bağcıların taşını toprağını sikeyim kaldırım taşının arasındaki kireçlenmiş topraktan kürt doğuyor adeta,1
mal herif göbekli tepe ile hıristiyanlığın islamın ve yahudiliğin alakasını aciklarmısın,0
su amina kodugumun sitesine ne zaman fotoğraf atmayi birakirsiniz tahminen,3
bu şerefsiz evladının bir an önce bulunup yargı önünde hesap  vermesi lazım,3
arkadaşlar şaka mısınız neden gelmiyosunuz amk,3
 yanlış biliyorsunalkolü sen içiyorsundevlet seni şişesine oturtuyor,0
allahına kurban ağzına sağlık onlar ingiliz yunan tohumları httpstcovrhyzuogo,1
kızlığın soyadından önce bozuluyorsa  ölmelisin güzelim   ,2
ya bu suriyeli haramiler herşeyi çalar üçlübeşiktaşınüçünbirigsnin,1
güzel karını senin yanında zevkle sikeceğim,3
kac milyar insan var bi gavur bulup abye kacamadık aq,1
insanları yargılamadan önce aynaya bir bakın allah aşkına ,0
otobüste hangi tarafa geçsem güneş de oraya geçiyor orospu güneş peşimi bırak,3
diyanetkapatılsın diyenlerin soy ağacına bakılması gerek kesin yunan kırması bunlar ,1
  bi dal sigara at kardeşim ama o da neredeyse  lira oldu kahpe düzen again,3
bu ülke siyasal islamcılardan kurtulmadıkça burnumuz boktan kurtulmayacak,1
daha doğalı  saat olmamış bebeklerinize niye instagram hesabı açıyorsunuz şizofren misiniz,0
ya bunlar şaka mı kapadım amk maçını durduk yere para kaybettik,3
amk kürtleri hemen duyar yapacaklar ya buluyorlar böyle tivitleri,1
azerbaycan halk bankası müdürünün karısı imiş ulan bu müslümanlardan bir tane normal ülke çıkmaz,1
valla süper oldu haftaya berabere kalsak bile lideriz  berabere kalmak yok ama yeneceğiz fransız yosmalarını,1
sizin yapacagınız marmaraya sokayım ben ya bi durakta  dk niye bekliyosunuz,3
sanırım sen bir bakan körsün,0
standardizasyon kelimesini cümle içinde kullanacağını küfür et daha iyi amk,3
neymiş ikizler burcu dengesizmiş bütün erkekler ikizler burcu o zaman,2
gerizekali beyinsiz salak insanlar bekir amcaya yazıp durmayın sikicem artık mal mısınız amk rahat bırakın adamı,3
orda bir ibne var vur bedir,3
ulan  adam  kasım anıtına havalimanını yazmış cidden beyinsiz amk,3
  after before u yanlış yazmışsın amk,3
bu yahudi oglu yahudinin herşeyine exxenboykot,1
orospu çocuklarıyla tek başıma uğraşamam,3
zamanında baban korunmadı diye cezasını ben çekiyorum anlıyormusun,0
bazı insanlar bi ona bi buna sallamaktan aynaya bakmaya vakit bulamadılar galiba,0
 bay vizyonunuza söyleyin iletin kendilerine defolsun defolup siktir olup gitsin,3
yemin ederim yaptigim tek sey oturmak ve oturdugum yerde beyinsiz oldum amk,3
takip ettiğim sayı kadar sessize aldığım insanlar var amk,3
 saat i  geçiyor amk yalan atmandlsmsmd,3
hayatını mahvedebilir veya arkadaş seçerken dikkatli ol puşt çıkabilir gerçekten iyi olur,0
ne samimiyetsiz insanlar tanıdım kafataslarının içinde beyin yok,0
 somalide akıllı telefon bulmuş internet çeken yer bulmuş bu azim ödülü hak ediyor gel dolandır kardeş,1
ufaktefekcinayetler cinayetplanı dizide her şey hayal amk gerçek bişey gösterin artık,3
gavur musunuz begensenize la,1
burası beni kanser ediyor gerçekten amk neden bu kadar beyinsiz dolu,3
pegasus sen ne rezil bir hava yolusun  kardeşim ya,0
boynumu kopartıp karşıma koyup neden ağrıyorsun amına koduğumun boynu demek istiyorum,3
bu koduğumun  yılından ölmeden ve akıl sağlığını tam olarak yitirmeden çıkabilen olursa mutlaka adam akıllı incelenmeli,3
ağlamaya oy çaldı demeye başladı gene chp zihniyeti koyduk mu koyduk susun artık,0
senden fazla da okuyorumdur amk salağı evrim denen şeye inaninca mı okumuş oluyorsun beyinsiz piç,3
ermeni kaşari senin ben amk piç kurusu,3
çorabını siktiğimin ibnesi ortamlarda barış demokrasi edebiyatı yapıp arka taraftan çocuk öldüren katillere silah satıyor,3
zorunlumaskezulümdür bana bir tane aklı olan yahudi gösterin saçma amelleri olan bir topluluk,1
  bu şey değil mi ebu amcı el bekir,3
amina kodugumun interneti tam saat te gitti ve bne bunu izleyemedim,3
yahudi sahibinin türkiye için iyi şeyler düşündüğünümü sanıyorsunuz çok safsınızyalancıfoxtv,1
bi özledim mesajı atamayacaksak onca şeyi neden paylaştık he tribini siktiğimin kızı,3
 bu tweet niye böyle amk,3
lazlar sikdir olup analarin aminda lazca konusabilirler,1
ah siktir aşağılık kompleksimi bastıracak kadar öylesin hem de,3
 bir insanın her şeyi zarar olur mu hem de adrianoya abv,0
ya cidden hayvan gibi ödevim var hiçbir şeybyapmıyorum bok gibi bir sene daha şimdiden  aldım aq,3
cemas gavur tohumu,1
yerimi kimse dolduramaz bakın valla kaybetmeyin beni  iç ses hassir bok,3
artik arap bi manita dudukleyip parayi bulmanin zamani geldi,1
kertenkeleliğinizden dolayı denize giremiyoruz az insan olmayı öğrenin artık yeter,0
amına koduğumun karısı geniş amlı orospu midem bulandı,3
iyi niyetli olup kadini uyardim yasadigim duruma bak aptal orospu cocugu ins eskort sitelerine koyarlar,2
guzel ama kürt httpstcoskgvwpwleo,1
herkesin inandığı bir şey vardır şu amına koduğumun hayatında benimkide sensin işte napıyım,3
aptal      beraber et doğrayabilirdik      aptal,0
ölen türktü hep sustunuz zaten ya ermeni ya rustunuz,1
anasini sikim böyle gecenin tat tuz yok uyku da yok,3
suriyeli sevgili mi yapsam diye düşünmüyor değilim ne de olsa dna larında gitmek yok,1
hala saçma salak insanlara ne bok oldugu belli olsn fenomen parçalarına fotograf atan kızlar var,3
 şovmenlik bunların ruhunda var ya,0
  arslantolgay senin karaktersiz olduğunu ersun hoca bile anlamış,0
hiçbir halt yapmadan kendi resmini koyduracak kadar ne yaşadın istemiyoruz artık defol git,0
göt yalayan bi ağzı temizlemek kolay değil  ton değil  ton su bile az çok yüklenmeyin,3
 sana daha fazla tahammül edemem artık   takibi bırakıyorum   allah feraset versin,0
  dürüst bir kız gördüm sanki jddjjd,2
 bu adam lider değil ve net gördüğümü düşünüyorum ayrıca fazlaca da sığ,0
kızlar ağlıyo erkekler bu ne amk diyo,3
 ahlak saygı yok sizde kaldı ki tarafsız gazetecilik diye gezinen yine sen ve sen gibileri,0
türk kürt kardeşsek biraz elektrik faturasini siz ödeyin aq kürtleri,1
  o anneyi tutuklayanada böyle adaletede yuuuhh,0
darbe girisimine sevinen orospu cocuklarini da toplamak lazim,3
  hırsız her yerde hırsız dır emek hırsızı tescilli damat,0
kurtun çobana türkün arapa ihtiyacı yok anladın,1
şu hasan şaş piçiyle ümit davala piçini bi serin be lütfen ,3
bugün cuma ali koc golfu viskiyibirak namaza basla artik yahudi mason israil ajani pis oc,1
 lan amcik küvette gir dedim ok dedin yazdığına bak hele,3
piç beyinsiz amk malııı  çabukk spam verin şuna   rt yapın herkes görsün  ,3
niye vanlı değilsin pis çinli cevap ver dogukandgrmenci,1
eray hainsin şerefsizsin adisin ibnesin lgbt eray siktir git,2
lan amina koydugumun şeriatçı orospu çocuğu seni,3
   elbistanı görünce tüylerim diken diken oldu bi an acıdım amk,3
ateist misin dinle aran nasıl  sanane aq httpstcownguoztn,0
  seviye yine  yaşa indi bana müsade ,0
para için şerefini yedirdin insan be eline sağlık,0
